AUTOMOBILE,8,AMARAJABAT,BAJAJ-AUTO,BALKRISIND,BOSCHLTD,EICHERMOT,EXIDEIND,HEROMOTOCO,MARUTI,
CEMENT & CEMENT PRODUCTS,2,ACC,AMBUJACEM,
CHEMICALS,2,PIDILITIND,VINATIORGA,
CONSTRUCTION,4,ENGINERSIN,KAJARIACER,NBCC,VOLTAS,
CONSUMER GOODS,18,AKZOINDIA,BATAINDIA,BERGEPAINT,COLPAL,DABUR,GILLETTE,GODREJAGRO,GSKCONS,HAVELLS,HINDUNILVR,ITC,KANSAINER,MARICO,PGHH,RELAXO,TTKPRESTIG,VIPIND,WHIRLPOOL,
ENERGY,8,AEGISCHEM,CASTROLIND,GAIL,IGL,MGL,ONGC,PETRONET,SJVN,
FERTILISERS & PESTICIDES,1,PIIND,
FINANCIAL SERVICES,20,BAJAJHLDNG,CRISIL,GRUH,HDFC,HDFCBANK,IBULHSGFIN,IBVENTURES,ICICIGI,ICICIPRULI,JMFINANCIL,L&TFH,LICHSGFIN,M&MFIN,MOTILALOFS,MUTHOOTFIN,PEL,PNBHOUSING,RECLTD,SBILIFE,SHRIRAMCIT,
HEALTHCARE SERVICES,1,LALPATHLAB,
INDUSTRIAL MANUFACTURING,15,AIAENG,BEL,CARBORUNIV,CUMMINSIND,FINCABLES,FINPIPE,GRAPHITE,HEG,LAXMIMACH,SCHAEFFLER,SIEMENS,SKFINDIA,SUPREMEIND,THERMAX,VGUARD,
IT,11,CYIENT,HCLTECH,HEXAWARE,INFY,LTI,LTTS,MINDTREE,MPHASIS,NIITTECH,OFSS,TECHM,
MEDIA & ENTERTAINMENT,0
METALS,4,COALINDIA,HINDZINC,NATIONALUM,NMDC,
PAPER,0
PHARMA,7,ALKEM,DIVISLAB,GLAXO,NATCOPHARM,PFIZER,PGHL,SANOFI,
SERVICES,2,BLUEDART,CONCOR,
TELECOM,1,INFRATEL,
TEXTILES,1,PAGEIND,
